system,split,formula,qm9_db_id,qm9_mol_id,basis,charge,spin,unit,atom,reference_ground_method,reference_excited_method,qsgw_bse_s1_ev,qsgw_bse_s1_h,qsgw_bse_singlet_energies_ev_json,qsgw_bse_singlet_energies_h_json,qsgw_bse_triplet_energies_ev_json,qsgw_bse_oscillator_strengths_json,qsgw_bse_transition_dipoles_raw_json,nroots_available,source_xyz_path,source_eexc_ss_path,source_eexc_st_path,source_osc_path,source_tdm_path,eomccsd_augccpvtz_s1_ev,eomccsd_augccpvtz_singlet_energies_ev_json,notes
qm9randdiv60_23378_C4F3N,candidate,C4F3N,23378,23895,def2-tzvp,0,0,Angstrom,"F  0.017062295700  0.059335654500 -0.026273664800
C -0.013812273100  1.392653426100  0.004689630300
F  1.241859199500  1.841897792400 -0.028576580600
F -0.642338711800  1.823031917600 -1.090458326400
C -0.701411897100  1.866733599900  1.215368257500
C -1.264928471400  2.255461620800  2.205060723100
C -1.905655913400  2.696085596500  3.329376751800
N -2.449608618400  3.070382202200  4.283632879000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.39671397,0.1983255803733881,"[5.39671397, 5.75544866, 5.75550281, 7.72590858, 8.20527141]","[0.1983255803733881, 0.2115088370717818, 0.21151082704757762, 0.28392190350607716, 0.3015381625847809]","[3.94628621, 4.74235572, 4.74237558, 5.3966073, 6.18882748]","[0.0, 3.33e-05, 2.983e-05, 4.9e-07, 7.183e-05]","[""-0.00028839"", ""-0.00007567"", ""0.00002135"", ""0.01409572"", ""0.03589589"", ""-0.00619897"", ""-0.03007018"", ""0.00825931"", ""-0.01985100"", ""0.00273942"", ""-0.00178400"", ""-0.00247203"", ""-0.02991813"", ""0.00843957"", ""-0.03663572""]",5,QM9_xyz_files/mol_23895.xyz,E_exc_SS/mol_23895.dat,E_exc_ST/mol_23895.dat,osc_stren/mol_23895.dat,trans_dip_mom/mol_23895.dat,6.128161460944173,"[6.128161460944173, 6.4042626098429585, 6.404286760892295]",geometry_matched_to_qm9_mol_23895; qm9_source=qm9randdiv60_23378_C4F3N; generated=2026-07-15
qm9randdiv60_40_C3H8O,candidate,C3H8O,40,41,def2-tzvp,0,0,Angstrom,"C -0.005195509100  1.508682240200  0.033087601000
C  0.013165799500 -0.010378192100  0.019886434800
O  0.697589443800 -0.463441395600  1.168689786000
C  0.766884913900 -1.865081825800  1.246026692000
H  1.014454759900  1.904237988300  0.029960180800
H -0.529908659900  1.891840590800 -0.847269114800
H -0.512637651900  1.878058425700  0.928754237500
H -1.015995069400 -0.409987288100  0.007142823500
H  0.510931431800 -0.383694351500 -0.892193946400
H -0.234158408600 -2.324514887800  1.289777795500
H  1.301292758900 -2.298536627600  0.384860951800
H  1.309902871300 -2.118119976400  2.160132058400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,7.81652064,0.287251835292017,"[7.81652064, 8.76672014, 9.17913857, 9.2636169, 9.51743015]","[0.287251835292017, 0.3221710228486632, 0.337327120603911, 0.34043164196994236, 0.34975910686664236]","[7.49954184, 8.45608459, 8.64180839, 8.73647222, 9.31006486]","[0.03880305, 0.00345293, 0.03739388, 0.07667749, 0.01108364]","[""0.98586183"", ""0.01731307"", ""-0.58037633"", ""-0.27711989"", ""-0.00338467"", ""0.16448550"", ""-0.89344752"", ""-0.01604621"", ""0.52511438"", ""0.48168012"", ""1.11081844"", ""0.84662202"", ""-0.47672811"", ""-0.00677844"", ""0.28244900""]",5,QM9_xyz_files/mol_41.xyz,E_exc_SS/mol_41.dat,E_exc_ST/mol_41.dat,osc_stren/mol_41.dat,trans_dip_mom/mol_41.dat,8.355377130039802,"[8.355377130039802, 9.524331133826749, 9.924818831940993]",geometry_matched_to_qm9_mol_41; qm9_source=qm9randdiv60_40_C3H8O; generated=2026-07-15
qm9randdiv60_25_C3H2O,candidate,C3H2O,25,26,def2-tzvp,0,0,Angstrom,"O -0.067761195400 -0.042338383500  0.002824887800
C -0.005629451800  1.163828791600  0.007438624500
C  1.229852718600  1.913399968600  0.000287812300
C  2.236253224400  2.574309702500 -0.005292769600
H -0.916707005400  1.794675456200  0.017813515300
H  3.134296619600  3.143702674600 -0.010376560400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.17585763,0.15345993740453712,"[4.17585763, 5.30245313, 6.16544663, 7.41397832, 8.22819973]","[0.15345993740453712, 0.19486155839568023, 0.22657598456267633, 0.27245867788500133, 0.3023807628034074]","[3.47547647, 4.00987735, 4.85952882, 5.74977998, 6.13323513]","[0.00026775, 1.641e-05, 0.12651678, 5.53e-06, 0.00899285]","[""0.00109854"", ""-0.00053544"", ""0.13002476"", ""0.00022802"", ""-0.00007384"", ""0.02856422"", ""1.69490156"", ""1.59324207"", ""-0.00733470"", ""-0.00125379"", ""0.00017248"", ""0.01397311"", ""0.47099047"", ""-0.25746575"", ""-0.00911989""]",5,QM9_xyz_files/mol_26.xyz,E_exc_SS/mol_26.dat,E_exc_ST/mol_26.dat,osc_stren/mol_26.dat,trans_dip_mom/mol_26.dat,4.008994858347788,"[4.008994858347788, 6.111002227765251, 6.884381058217843]",geometry_matched_to_qm9_mol_26; qm9_source=qm9randdiv60_25_C3H2O; generated=2026-07-15
qm9randdiv60_126351_C4N4O,candidate,C4N4O,126351,128874,def2-tzvp,0,0,Angstrom,"N  0.091378814300 -3.704069268300 -0.019104943500
C  0.053073734000 -2.543444394900 -0.012094354800
C  0.007925161000 -1.179765921100 -0.003892073100
C -0.036284407400  0.026804534300  0.003367256200
C -0.063086792700  1.433921784300  0.011517154900
N -1.151451549200  2.165776959100  0.029966040500
O -0.708515622000  3.428838211600  0.031133354200
N  0.699648483700  3.424230865300  0.012592252500
N  1.077335898300  2.232284409700  0.001015523100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.94948454,0.18189020196388356,"[4.94948454, 5.15677717, 5.3021187, 5.56447061, 6.0859888]","[0.18189020196388356, 0.1895080656083924, 0.19484926831986502, 0.20449052318385344, 0.2236559631686279]","[3.1681218, 4.14325729, 4.40376889, 4.54589295, 4.62821042]","[8.749e-05, 0.13502502, 0.00010775, 0.00425775, 0.04650177]","[""-0.00116171"", ""0.00038319"", ""-0.06826109"", ""0.55013972"", ""-2.56934550"", ""-0.02196065"", ""-0.00178131"", ""0.00041593"", ""-0.07318255"", ""0.00947838"", ""-0.00183463"", ""0.44908774"", ""1.25146028"", ""-0.66956556"", ""-0.01980192""]",5,QM9_xyz_files/mol_128874.xyz,E_exc_SS/mol_128874.dat,E_exc_ST/mol_128874.dat,osc_stren/mol_128874.dat,trans_dip_mom/mol_128874.dat,5.668042006378754,"[5.668042006378754, 5.811252483218418, 5.873064206121805]",geometry_matched_to_qm9_mol_128874; qm9_source=qm9randdiv60_126351_C4N4O; generated=2026-07-15
qm9randdiv60_38_C4H10,candidate,C4H10,38,39,def2-tzvp,0,0,Angstrom,"C -0.030076236500  1.558049118500  0.029807735300
C  0.007072766600  0.028348771300 -0.007125286300
C  0.713207917100 -0.529893401000 -1.247655806500
C  0.750368953900 -2.059593656600 -1.284589568200
H  0.981953296600  1.978451129800  0.028007966700
H -0.555824330300  1.962123433100 -0.842701571300
H -0.540837616200  1.926927549100  0.924936968600
H  0.509286718800 -0.349090486900  0.893613189000
H -1.017334809500 -0.365422985900  0.032073932100
H  0.210989481400 -0.152457699300 -2.148393020700
H  1.737613305800 -0.136116246700 -1.286856722400
H  1.276168537800 -2.463664100700 -0.412109802400
H -0.261656994200 -2.480004469700 -1.282735516100
H  1.261084908900 -2.428464435100 -2.179748027800",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,9.50424214,0.3492744564382967,"[9.50424214, 9.59780718, 9.9060103, 10.07157888, 10.08055946]","[0.3492744564382967, 0.3527129082376347, 0.36403916399005676, 0.3701236970786425, 0.3704537273063867]","[9.11520076, 9.16830734, 9.44610689, 9.57906206, 9.59464794]","[5e-08, 1.5e-07, 6e-08, 0.08045739, 0.00735805]","[""-0.00010647"", ""-0.00112762"", ""-0.00045073"", ""-0.00003058"", ""-0.00144392"", ""0.00139766"", ""0.00042953"", ""-0.00114244"", ""0.00004476"", ""0.61709725"", ""-0.78475566"", ""-1.05352650"", ""0.36729156"", ""0.02206797"", ""0.23893473""]",5,QM9_xyz_files/mol_39.xyz,E_exc_SS/mol_39.dat,E_exc_ST/mol_39.dat,osc_stren/mol_39.dat,trans_dip_mom/mol_39.dat,10.387606935417377,"[10.387606935417377, 10.418368516434986, 10.787609620667855]",geometry_matched_to_qm9_mol_39; qm9_source=qm9randdiv60_38_C4H10; generated=2026-07-15
qm9randdiv60_1224_C4H7NO2,candidate,C4H7NO2,1224,1257,def2-tzvp,0,0,Angstrom,"C  0.034300971600  1.396064329900 -0.125645356100
N -0.032651159700 -0.033395817600 -0.360188732200
C -1.073260025400 -0.625061271600  0.011426051500
O -1.164183976700 -1.981007154300 -0.198373075900
C -2.308681588100 -2.622069407200  0.212159026400
C -2.207552577100 -4.088862352300 -0.107239311700
O -3.232646942000 -2.069680234900  0.742384780300
H  0.909922927900  1.618466317400  0.493753353900
H  0.181142135200  1.911017252300 -1.081204051800
H -0.858239271500  1.813784595100  0.364952430300
H -1.951478692600 -0.195096724400  0.497670320900
H -3.114548212200 -4.595347816100  0.219537970400
H -2.064733323500 -4.225645524400 -1.182930407400
H -1.333992105900 -4.518215701800  0.391507071400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.84166526,0.2146772386820714,"[5.84166526, 6.23156761, 7.38551791, 8.31119913, 8.55962778]","[0.2146772386820714, 0.22900588575926636, 0.2714127771086601, 0.30543093449439346, 0.3145605189909065]","[4.78088162, 5.04245991, 5.56242268, 6.31656187, 7.96778827]","[1.215e-05, 0.00188366, 0.44013725, 0.02248854, 4.253e-05]","[""0.00961589"", ""-0.00368675"", ""0.02103213"", ""0.11709359"", ""-0.04886432"", ""0.25221269"", ""-2.71047634"", ""-2.79818806"", ""0.73379920"", ""0.76528663"", ""0.14347071"", ""-0.32752136"", ""-0.01793824"", ""0.00812704"", ""-0.03036957""]",5,QM9_xyz_files/mol_1257.xyz,E_exc_SS/mol_1257.dat,E_exc_ST/mol_1257.dat,osc_stren/mol_1257.dat,trans_dip_mom/mol_1257.dat,5.822015122387126,"[5.822015122387126, 6.154256881276634, 7.766119335379066]",geometry_matched_to_qm9_mol_1257; qm9_source=qm9randdiv60_1224_C4H7NO2; generated=2026-07-15
qm9randdiv60_4393_C5H8N2O,candidate,C5H8N2O,4393,4496,def2-tzvp,0,0,Angstrom,"C  0.009959380700  1.493090213000  0.047753315500
C  0.026226116200  0.002438731500 -0.035267046100
C  0.008205134000 -0.835309713800 -1.135838844900
C  0.037218041800 -2.172528194700 -0.652703673400
O  0.033209112100 -3.341605271600 -1.367318911100
C  0.072184666500 -2.133658214900  0.723674574000
N  0.110196827600 -3.128174708500  1.726136477200
N  0.064674910600 -0.793224218300  1.075224851600
H  0.901667074300  1.891699827100  0.548302687500
H -0.021163874000  1.920929597500 -0.957122403900
H -0.864407943000  1.869897669900  0.593720332500
H -0.022344497100 -0.516869180900 -2.168313804000
H  0.006905789300 -3.121959461600 -2.302375906900
H  0.929284850400 -3.720850634500  1.628625807400
H -0.697358433800 -3.741629267300  1.669619117300
H  0.085447964300 -0.484421452900  2.032033457200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.06363364,0.1860851040158446,"[5.06363364, 5.61622534, 6.05617708, 6.15249972, 6.21794558]","[0.1860851040158446, 0.2063924744307375, 0.2225604026657375, 0.22610019439590712, 0.22850528539010995]","[4.0371731, 4.92006657, 5.23902173, 5.5021478, 5.73524746]","[0.00018147, 8e-06, 0.00022925, 0.19003295, 0.00455018]","[""-0.09710302"", ""-0.00065384"", ""0.00459973"", ""-0.01898950"", ""-0.00386203"", ""0.00026050"", ""-0.09516082"", ""-0.02713042"", ""0.01380365"", ""-0.08285855"", ""2.69204824"", ""-0.94386821"", ""0.41392858"", ""0.13695313"", ""-0.05363394""]",5,QM9_xyz_files/mol_4496.xyz,E_exc_SS/mol_4496.dat,E_exc_ST/mol_4496.dat,osc_stren/mol_4496.dat,trans_dip_mom/mol_4496.dat,6.343840143873879,"[6.343840143873879, 6.385768412415996, 6.803648791274953]",geometry_matched_to_qm9_mol_4496; qm9_source=qm9randdiv60_4393_C5H8N2O; generated=2026-07-15
qm9randdiv60_3050_C4H8O3,candidate,C4H8O3,3050,3107,def2-tzvp,0,0,Angstrom,"O  0.167124420100  1.102343152600 -0.534245515700
C -0.025484689600  0.005317404400  0.346158500100
C -1.418816114500 -0.589272154400  0.250171477900
C -1.876957642000 -1.184069809600 -1.059427013600
O -0.888977232700 -1.212189751100 -2.070694193900
C -1.623916403900 -2.094609171000  0.115082206600
O -0.529315978400 -2.954511593100  0.044225882000
H  0.052688923500  0.753257867900 -1.425442495500
H  0.725522061000 -0.778582595700  0.183958636800
H  0.134539989100  0.394009430900  1.356400261800
H -2.189773657500 -0.049387760600  0.792164749100
H -2.885005777800 -0.985285012800 -1.414965046800
H -1.190249610700 -1.798015115400 -2.773466308300
H -2.461718289600 -2.552608977400  0.631715885600
H -0.081151997100 -2.756113884600 -0.789185256200",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.61880161,0.24323647278263397,"[6.61880161, 7.41425125, 7.70145614, 7.94980806, 8.24733832]","[0.24323647278263397, 0.27246870787750277, 0.2830232929105363, 0.29215005763155877, 0.3030840930133052]","[6.35014727, 7.15414836, 7.46983325, 7.57246703, 7.96996491]","[0.00484351, 0.00378789, 0.00776559, 0.01019355, 0.00103574]","[""0.06431589"", ""0.43377711"", ""0.02588331"", ""-0.33981882"", ""-0.12262143"", ""-0.06487629"", ""0.14112170"", ""0.48723404"", ""-0.09263739"", ""-0.52498485"", ""0.11256297"", ""0.22325877"", ""-0.16143812"", ""0.07374844"", ""0.04019216""]",5,QM9_xyz_files/mol_3107.xyz,E_exc_SS/mol_3107.dat,E_exc_ST/mol_3107.dat,osc_stren/mol_3107.dat,trans_dip_mom/mol_3107.dat,7.165551121129196,"[7.165551121129196, 7.979703069902938, 8.285846484699363]",geometry_matched_to_qm9_mol_3107; qm9_source=qm9randdiv60_3050_C4H8O3; generated=2026-07-15
qm9randdiv60_23315_C2FN3O2,candidate,C2FN3O2,23315,23828,def2-tzvp,0,0,Angstrom,"F -0.236320044600 -0.146489841900 -0.400513810400
C -0.190620338400  1.055280277500  0.153674325100
N -1.387196819100  1.703536341000 -0.102375365800
C -1.763723814300  2.823452987900  0.204161067400
O -2.246404972800  3.850888701500  0.430591482900
N  1.036154046500  4.344247013100 -0.506430805900
N  1.995933319200  4.862660942000 -0.377304789000
O  0.751125663500  1.450199888800  0.759014465900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.09357425,0.2239347233145252,"[6.09357425, 7.06890457, 7.13559399, 7.85918376, 8.81621033]","[0.2239347233145252, 0.2597774514718899, 0.2622282424531775, 0.28881967603391556, 0.32398975378550765]","[5.60085579, 5.62128094, 6.28530768, 6.5903355, 7.2343009]","[7.33e-06, 0.00376992, 0.06304408, 0.00232752, 0.38413532]","[""0.00024218"", ""-0.00890801"", ""-0.01541898"", ""0.31975825"", ""0.01842239"", ""-0.19505958"", ""-1.34106537"", ""0.62854815"", ""-0.36916867"", ""0.13054770"", ""0.09697346"", ""-0.22726317"", ""-2.45105536"", ""2.33975329"", ""-0.08719963""]",5,QM9_xyz_files/mol_23828.xyz,E_exc_SS/mol_23828.dat,E_exc_ST/mol_23828.dat,osc_stren/mol_23828.dat,trans_dip_mom/mol_23828.dat,6.1885342238235665,"[6.1885342238235665, 7.046835794696453, 7.197873975146772]",geometry_matched_to_qm9_mol_23828; qm9_source=qm9randdiv60_23315_C2FN3O2; generated=2026-07-15
qm9randdiv60_21536_CN4O3,candidate,CN4O3,21536,21988,def2-tzvp,0,0,Angstrom,"O -0.123342964600  0.009459307500  0.004018543000
N -0.025168278400  1.222338379300  0.007063029500
O  0.990930518400  1.891645687500  0.002620489600
C -1.285502274700  1.962965834900  0.017151844800
N -1.358004631600  3.260213503700  0.021249780500
O -2.670887068300  3.504572779600  0.030221820500
N -3.370211973400  2.269862488400  0.031341731700
N -2.513516227400  1.356193599000  0.023277080300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.00260156,0.14709289426921926,"[4.00260156, 4.36007147, 5.39493978, 5.91362254, 6.08497381]","[0.14709289426921926, 0.16022967115991166, 0.19826038009347724, 0.2173216199476752, 0.22361866297411284]","[2.47765974, 3.38657519, 3.75392855, 3.76365826, 4.37618987]","[7.7e-07, 0.00029434, 0.00327828, 0.00304806, 0.04912676]","[""-0.00014498"", ""-0.00006359"", ""0.00713222"", ""0.00102516"", ""-0.00012157"", ""0.13342020"", ""0.00262458"", ""-0.00087581"", ""0.40028826"", ""0.00414302"", ""-0.00931655"", ""0.36852937"", ""-1.21875980"", ""-0.80221706"", ""0.00527581""]",5,QM9_xyz_files/mol_21988.xyz,E_exc_SS/mol_21988.dat,E_exc_ST/mol_21988.dat,osc_stren/mol_21988.dat,trans_dip_mom/mol_21988.dat,4.1180034013779565,"[4.1180034013779565, 4.543558336670077, 5.682955206548477]",geometry_matched_to_qm9_mol_21988; qm9_source=qm9randdiv60_21536_CN4O3; generated=2026-07-15
qm9randdiv60_34112_C9H6,candidate,C9H6,34112,35154,def2-tzvp,0,0,Angstrom,"C -0.102138503500 -1.185349857900 -0.060850429000
C -0.042530121700  0.013965285300 -0.001975410000
C  0.005504836800  1.441427940500  0.056309221100
C  0.504386789900  2.158628825800  1.280000938900
C  1.378668398300  2.190182071200  0.028369700200
C  2.586905241500  1.409237863000  0.022453638300
C  3.600250300200  0.764080881000  0.017013945900
C  1.410104933500  3.412463617700 -0.733598924500
C  1.418466803900  4.434534948600 -1.366046411100
H -0.146421005600 -2.244888495100 -0.112905828600
H -0.759883240100  1.956862023500 -0.514862541100
H  0.018726513400  3.086155653500  1.557540931900
H  0.869371833500  1.550415633100  2.097989854700
H  4.495425024700  0.193198584900  0.008108138300
H  1.437783045100  5.335074144900 -1.928346385100",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,6.44907813,0.23699924993534063,"[6.44907813, 6.61540345, 6.82376278, 6.85782193, 6.97602825]","[0.23699924993534063, 0.24311159270598953, 0.25076865685246313, 0.25202030752884214, 0.25636430966572066]","[5.0098699, 5.27856261, 5.33609295, 5.86235599, 5.93676883]","[0.00583992, 0.0404854, 0.05143923, 0.04560383, 0.04414505]","[""0.36568658"", ""0.32408525"", ""-0.00566146"", ""-0.69475713"", ""-1.03828747"", ""0.23036954"", ""-0.86431268"", ""-0.86412795"", ""0.70290082"", ""-0.91460793"", ""-0.83698851"", ""0.46530582"", ""-0.65279203"", ""-1.03318631"", ""-0.41844854""]",5,QM9_xyz_files/mol_35154.xyz,E_exc_SS/mol_35154.dat,E_exc_ST/mol_35154.dat,osc_stren/mol_35154.dat,trans_dip_mom/mol_35154.dat,6.889532559794661,"[6.889532559794661, 7.132442069076184, 7.320696804223689]",geometry_matched_to_qm9_mol_35154; qm9_source=qm9randdiv60_34112_C9H6; generated=2026-07-15
qm9randdiv60_173_N4O,candidate,N4O,173,177,def2-tzvp,0,0,Angstrom,"O -0.079174753900  1.253174839000  0.009511524300
N  1.211347783100  1.713059725100 -0.000238143400
N  1.973703247400  0.723860872100 -0.012951144000
N  1.194182506200 -0.441847305100 -0.011769127800
N -0.011206442900 -0.115164371000  0.001574191000",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,5.63649565,0.2071373945835279,"[5.63649565, 6.19762901, 6.6768302, 7.34084795, 7.3828131]","[0.2071373945835279, 0.2277586652136757, 0.24536898413194297, 0.2697711863570465, 0.2713133771745462]","[4.64483741, 4.77515144, 5.16882067, 5.20638764, 5.39974396]","[0.01055726, 0.0, 5e-08, 0.03729721, 3e-08]","[""0.00675963"", ""-0.00403924"", ""0.70274435"", ""0.00030277"", ""0.00009570"", ""0.00021226"", ""0.00074171"", ""0.00111763"", ""0.00003444"", ""-0.96280726"", ""0.64235963"", ""0.01296373"", ""-0.00012205"", ""0.00098749"", ""-0.00018989""]",5,QM9_xyz_files/mol_177.xyz,E_exc_SS/mol_177.dat,E_exc_ST/mol_177.dat,osc_stren/mol_177.dat,trans_dip_mom/mol_177.dat,5.946490800695237,"[5.946490800695237, 6.392665624064187, 6.877088916439582]",geometry_matched_to_qm9_mol_177; qm9_source=qm9randdiv60_173_N4O; generated=2026-07-15
qm9randdiv60_2586_C6H3N,candidate,C6H3N,2586,2643,def2-tzvp,0,0,Angstrom,"C -0.018136522100  1.475823048100  0.010203219700
C  0.001927197300  0.027331182800  0.002133573800
C  0.018636802600 -1.184695616900 -0.004562303300
C  0.037213771700 -2.535122071200 -0.011978933900
C  0.053582030400 -3.751143417500 -0.018622422700
C  0.071126047700 -5.109885968100 -0.026039525200
N  0.086107720700 -6.273571479500 -0.032362273500
H  0.999620652300  1.881159071600  0.002677389600
H -0.543594600700  1.864656489600 -0.868941204400
H -0.526678209800  1.855014091100  0.903389089900",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.23105052,0.15548823870095257,"[4.23105052, 4.49078387, 4.49079775, 6.40910349, 6.77299365]","[0.15548823870095257, 0.16503326325986473, 0.16503377334045652, 0.23553020901112479, 0.24890292573751543]","[3.04753149, 3.71646634, 3.71648458, 4.23095419, 5.14158696]","[0.0, 8.215e-05, 8.212e-05, 2e-08, 0.0002556]","[""0.00006720"", ""-0.00020123"", ""0.00003416"", ""-0.05022479"", ""-0.00132184"", ""0.04795450"", ""0.04776941"", ""0.00001022"", ""0.05039722"", ""0.00002239"", ""0.00085850"", ""0.00005877"", ""0.09288908"", ""-0.00299939"", ""-0.03625173""]",5,QM9_xyz_files/mol_2643.xyz,E_exc_SS/mol_2643.dat,E_exc_ST/mol_2643.dat,osc_stren/mol_2643.dat,trans_dip_mom/mol_2643.dat,4.8842238716332,"[4.8842238716332, 5.096727869699527, 5.096730365211655]",geometry_matched_to_qm9_mol_2643; qm9_source=qm9randdiv60_2586_C6H3N; generated=2026-07-15
qm9randdiv60_313_C3N2O,candidate,C3N2O,313,323,def2-tzvp,0,0,Angstrom,"O  0.002935530500 -0.065197015500  0.002772403100
C -0.013382567200  1.136177660000  0.006683859900
C  1.204355185300  1.948470125900  0.000587990300
N  2.169853533700  2.584269715900 -0.004270530900
C -1.252732122600  1.915040825500  0.017933656200
N -2.235143161900  2.524336568100  0.026826251400",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,3.98710032,0.14652323420633712,"[3.98710032, 5.75652704, 6.14977232, 6.6229704, 6.67232862]","[0.14652323420633712, 0.2115484668058296, 0.22599996429460525, 0.2433896729894266, 0.24520355411822348]","[3.27794674, 4.11323277, 4.88874978, 5.31764689, 5.65022027]","[0.0, 0.0, 0.0004358, 0.09978154, 0.10972489]","[""-0.00000252"", ""-0.00000214"", ""0.00000003"", ""-0.00000168"", ""-0.00001487"", ""0.00000768"", ""-0.00098559"", ""0.00045945"", ""-0.13669555"", ""-1.99295125"", ""-0.02862924"", ""0.01406232"", ""0.02967519"", ""-2.08219342"", ""-0.00676812""]",5,QM9_xyz_files/mol_323.xyz,E_exc_SS/mol_323.dat,E_exc_ST/mol_323.dat,osc_stren/mol_323.dat,trans_dip_mom/mol_323.dat,4.003268802562753,"[4.003268802562753, 6.6371110675089, 7.483258485639962]",geometry_matched_to_qm9_mol_323; qm9_source=qm9randdiv60_313_C3N2O; generated=2026-07-15
qm9randdiv60_12142_C7H10O,candidate,C7H10O,12142,12437,def2-tzvp,0,0,Angstrom,"O -0.000829215400 -0.051277001400 -0.251409221800
C -0.014235657300  1.139787367600 -0.031583705900
C -1.326642143900  1.897312318600  0.105585312200
C -1.612050491900  2.819769862700 -1.108404967500
C -0.737198465300  4.046329373200 -1.200130365600
C  0.596542233200  4.064679098000 -1.218223319200
C  1.506966269500  2.862681141100 -1.150717764900
C  1.280072732400  1.933179146000  0.070226440700
H -2.119646513200  1.149972086700  0.189841706100
H -1.313905666400  2.504585503400  1.018104090100
H -1.526259566200  2.218824425700 -2.024631332600
H -2.659249146800  3.130626449400 -1.051662474000
H -1.259723643500  4.998109062800 -1.260607905800
H  1.090857742600  5.030448597300 -1.292493743000
H  1.412913845000  2.259258387500 -2.064501797400
H  2.546372349900  3.202244388900 -1.122288501800
H  1.275387331700  2.540215807700  0.982979216000
H  2.095328815700  1.207968224900  0.132668894300",QM9 qsGW input / source EOM CSV retained separately,QM9 qsGW-BSE singlet-singlet,4.69827923,0.17265857709445825,"[4.69827923, 6.8708804, 7.24393455, 7.51913242, 7.64764778]","[0.17265857709445825, 0.25250019744999325, 0.26620968459730837, 0.2763230197839924, 0.28104587215315263]","[4.04649899, 4.18915666, 6.00341716, 6.72086722, 7.44764562]","[1.544e-05, 0.01733936, 0.24952622, 0.03816818, 0.04246667]","[""0.02943527"", ""0.00019775"", ""-0.00048598"", ""-0.00718870"", ""-0.23783461"", ""-0.78028963"", ""-3.01331283"", ""-0.04120194"", ""0.04070686"", ""-0.02345619"", ""0.79618755"", ""-0.83910940"", ""1.20981348"", ""0.01720377"", ""-0.01861937""]",5,QM9_xyz_files/mol_12437.xyz,E_exc_SS/mol_12437.dat,E_exc_ST/mol_12437.dat,osc_stren/mol_12437.dat,trans_dip_mom/mol_12437.dat,4.425979007525903,"[4.425979007525903, 7.674253515889058, 7.931980630833581]",geometry_matched_to_qm9_mol_12437; qm9_source=qm9randdiv60_12142_C7H10O; generated=2026-07-15
